"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","DV_TYPE","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.DNK.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Denmark","Annual","Millions","0.0","0.0","0.0","0.0","0.36950135791749","0.163361322573268","0.0","0.283575317604356","0.322180517744092","","0.29958507467158","0.330163761225568","0.457233432908614","0.717133759788876","0.444793689860187"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.DEU.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Germany","Annual","Millions","614.70402","802.78896","1048.059","1254.35358","3300.60003","3318.01389","4876.39617","4788.88171","4762.66016","5452.3755","7683.38196","8316.0567","8492.2348","10013.2408","13160.55"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.BEL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Belgium","Annual","Millions","416.3334","300.24414","421.8114","122.44032","5736.22854","806.76945","1668.75936","5421.2363","6262.02502","3086.3475","4947.34126","8141.31766","5057.85182","5272.2038","1570.205"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.CZE.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Czech Republic","Annual","Millions","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0759471287741479","0.100107541964745","0.0","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.PRT.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Portugal","Annual","Millions","0.0","0.0","0.0","0.0","0.496476","41.048721","43.417356","79.299943","436.773067","0.42365","0.258382","85.52887","10.13677","190.804074","40.82975"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GBR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","United Kingdom","Annual","Millions","","483.7395","165.4327","","","1045.736","1148.4725","733.1992","2221.2906","1788.79595","1876.3745","3070.496","3576.1308","1483.1572","1482.4122"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.FRA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","France","Annual","Millions","0.0","0.0","12980.530644714","15578.3089321995","20826.1654382602","17744.7763697251","18796.8751143","16747.4839472873","10724.9444395236","5298.27783142719","11937.5917229601","30383.1644188918","22202.7781376299","21940.7380517853","19983.0203538199"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.PHL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Philippines","Annual","Millions","","","0.0","0.047394639735871","0.791124420227856","0.0","0.0","0.0","0.0","0.0139521204764434","0.00195865146618321","0.366881713714714","1.10921849765628","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.LVA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Latvia, Republic of","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1993","3.435","1.1234","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.BGR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Bulgaria","Annual","Millions","","","","","","","0.0","0.0","0.0","0.0117082308863131","0.465249856404365","0.0690131124913734","0.579072326133534","0.719856028794241","0.163841807909605"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.GRC.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Greece","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.001489369","0.53724642","3.61647052"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.G001.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","World","Annual","Millions","78.890195886695","107.453957941216","4893.00541536018","1259.12301691974","5798.6223106513","4646.66839328157","3863.63955322963","4092.58126897127","4545.51694829664","5583.43944528075","9836.46674484254","11947.1313366129","11853.1142922203","11416.3156336344","4945.25494338624"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.G001.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","World","Annual","Millions","1848.11445766889","1934.14338134776","1894.21297530482","2271.36397455905","3332.44533403201","3200.5355719067","2798.0009889828","1287.2046788859","2585.19571683937","2507.33655018925","3714.22446734549","3161.06241040304","1654.39929101207","3288.31526946454","1655.11210933406"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.POL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Poland, Republic of","Annual","Millions","","","65.2542868847662","87.7532584849658","178.618857901726","50.1824817518248","60.2394196508677","82.788983801115","88.759945997185","94.9543846583504","124.022434631487","101.638995317156","84.4827586206897","138.125312372211","167.979669631512"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.AUT.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Austria","Annual","Millions","0.0","0.13362","0.9130185387","0.3094428402","1.10328","0.97128","0.76209","1.15951","1.07937","10.076","7.3021","9.20325","2.15194","0.31998","0.442"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.FRA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","France","Annual","Millions","0.0","0.0","83.4707829","160.449243055923","188.935898557545","211.122748477893","","139.271321322072","94.5155646412945","45.5801976289653","125.206786025894","94.550476790735","241.798301690684","216.0684286413","234.592470391159"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.ITA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Italy","Annual","Millions","","389.0530535256","499.483267277399","653.289457607999","856.9096489332","791.0147189871","629.828725263","741.8779749152","1014.0585206","914.196625","1336.8448766","1415.4684397","1583.2400206","1595.9546466","2166.41438"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.DEU.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Germany","Annual","Millions","","","","","56.40519","42.85773","34.94727","46.69663","65.36185","52.67","67.9657","76.0802","81.5472","93.8608","50.83"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.BEL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Belgium","Annual","Millions","0.0","0.0","0.0","","0.0","","","0.0","0.0","0.0","","0.12271","1.58564","1.0666",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GX510.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","East Asia","Annual","Millions","5448.17364563379","6536.55712211185","5560.60345933068","8171.04428442659","8869.68428345693","10997.9230799364","11986.122915367","14175.4491338249","17661.5150252747","16314.0991929807","24627.27162967","26674.5395395875","27702.4916890766","27457.555749818","28849.4377196846"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.PRT.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Portugal","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.594909","0.010887","0.611378","0.515699","0.01145","0.0","0.0","0.192542","0.31998","0.3094"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.FIN.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Finland","Annual","Millions","946.365344674264","1667.50924986153","1854.32833976416","1379.7142337889","","","","707.3011","8041.3065","5416.995","6832.5188","","","7376.6056",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.FIN.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Finland","Annual","Millions","","","","","","","","","","10.305","13.4808","18.4065","21.5194","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.SVN.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Slovenia, Republic of","Annual","Millions","1.53103035162","1.668402716862","1.817446694154","1.29267265032","5.8791033","1.6487478","0.3832224","1.1036427","6.728073","3.40523","2.2052342","7.8153999","3.5291816","3.4227194","3.56915"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.DNK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Denmark","Annual","Millions","0.0","0.0","0.0","0.0","2.0322574685462","0.980167935439605","0.0","1.84323956442831","23.1969972775746","","17.2261417936158","","632.658660001219","150.311236051748","244.340000296529"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.SWE.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sweden","Annual","Millions","","3719.54036693146","4585.4203870668","5853.02482896456","7087.23808337744","6582.73660264199","8710.31181878495","7839.48710026263","10073.7085769981","6544.96326567071","8341.05792909144","7165.28885192976","8666.42325267479","7751.76699625023","8076.60133843212"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.DNK.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Denmark","Annual","Millions","38.5349029883817","53.4444978889423","52.2138680033417","70.6826173773215","64.2932362776433","66.9781422550397","49.194729136164","39.5587568058076","58.7979444882968","44.4826211001012","63.8116209050465","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.ISL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Iceland","Annual","Millions","1.70060048038431","1.22009561060409","1.69365658870508","1.88878828062641","4.93597312934008","4.72450847493731","4.71208161056669","1.13523423406665","0.0351621510773798","0.273910756709361","0.276118712967795","1.72793223164846","0.572110705660377","0.631111592051535","0.774136361674009"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.GX510.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","East Asia","Annual","Millions","67.3473821420812","52.9527317372621","108.672156459084","366.263371838145","451.594763548196","435.929486115355","662.373378844132","433.108930291096","515.813939601417","542.882039312461","549.546335401393","526.057627858728","743.74068815984","596.189195732018","729.691820719817"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.PHL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Philippines","Annual","Millions","0.0","0.0","0.0","0.0","0.200490160760121","0.409","0.0","0.0","0.00453945075416141","0.0","0.0","0.00432717128820052","0.032114861937212","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.ESP.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Spain","Annual","Millions","","1300.4776256676","1561.6331940999","1748.120637564","4177.2939","5124.7161","4429.9203","4211.1295","2885.5158","2897.995","1895.1758","2438.2477","2031.8844","2822.2236","2223.26"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.GX225.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North and Central America","Annual","Millions","1396.0","1428.0","1106.0","1171.0","1635.0","1772.0","1329.0","0.0","1093.0","959.199252254234","1656.68374301248","1910.79402613566","158.569762922658","2047.09689039183","85.9858198823352"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.SVN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Slovenia, Republic of","Annual","Millions","0.643750722552","0.860067551436","0.540071103993","1.568876070618","0.6785172","0.3690864","2.1893757","1.2997053","0.3262096","0.04351","2.1097452","2.1989632","0.1143926","0.0021332","0.038675"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.U150.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Europe","Annual","Millions","46.5260672038248","82.3719590988471","448.919007530681","597.189354942417","2555.01461739119","3390.01269830658","2377.53329679456","2968.26130095476","3534.13040081775","4011.05878981588","8055.53087625395","9675.45932656175","9796.13352329093","10427.27367529","4211.25718231116"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.NOR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Norway","Annual","Millions","","","1144.9081803005","1602.87253141831","1122.86184210526","1562.98788694482","1491.37343927355","1133.99071925754","3145.18879415347","445.684695051784","","","","72.1095334685598","56.5388397246804"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.BGR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Bulgaria","Annual","Millions","","","","","","","12.965756103011","12.9021827000808","16.9548687760608","20.1732818171174","21.5967834577829","46.3077984817115","96.7514042503909","110.661504062824","120.983050847458"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.BGR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bulgaria","Annual","Millions","","","","","","","0.0","0.0","0.0","0.0117082308863131","0.465249856404365","0.0690131124913734","0.579072326133534","0.719856028794241","0.163841807909605"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.POL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Poland, Republic of","Annual","Millions","2.98214223064239","41.1929422084275","83.3967343594546","115.176151761518","186.254980079681","55.5999087591241","63.8281510343237","87.5744741942431","99.3881595955534","117.828550150278","152.460699897306","125.585355470413","120.443349753695","180.835112908356","212.960609911055"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GX509.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Central and South Asia","Annual","Millions","0.0","6.22628877482705","27.0019919941367","26.0618203233676","27.7068069250342","27.1897555481869","11.1252324880138","234.458685112288","245.745614010433","212.165096461653","176.55840497474","159.425060698658","30.2447635986724","24.4756367711833","27.7091848991398"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.ITA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Italy","Annual","Millions","","0.0195673128","0.0542506391999999","0.011670093","0.410585652","0.2995099713","0.5015042115","0.7077469843","0.4485382","0.0229","1.1773232","1.5031975","3.4181868","3.4600504","5.14046"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.CZE.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Czech Republic","Annual","Millions","0.0","0.319982934243507","1.57973921765296","0.566780372605615","0.742585704232432","0.841245511079969","0.71878021269739","2.04321541401771","0.421821426893993","0.417608831122585","0.540206003271297","0.707626128021695","0.741469636918591","0.864653342766183","0.873927422238112"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.GX509.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Central and South Asia","Annual","Millions","0.0","0.0","0.0","0.047394639735871","0.791124420227856","0.0","0.002","208.08","208.134","171.403952120476","153.141958651466","136.465881713715","1.11221849765628","0.001","0.007"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.FIN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Finland","Annual","Millions","475.00009112999","492.459147873375","338.391178723181","233.202255102912","737.8185","989.4915","1351.0767","1204.8363","1274.8559","1122.1","959.3836","1883.5985","1888.0442","2109.7348","2069.665"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.G001.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","World","Annual","Millions","433.608951103757","313.493081611845","15096.6926266705","19199.5786889278","47694.8267842351","38668.8222094019","40272.69827818","41654.6358582867","37489.7376578299","28996.1308820477","40416.5939028353","67428.2928307299","55887.3960547735","62929.1622104142","36324.3914298928"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.AUT.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Austria","Annual","Millions","0.0","","","","155.8383","125.0523","26.34654","21.082","27.46397","19.3505","29.2084","31.41376","21.17962","258.33052","339.014"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GRC.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Greece","Annual","Millions","0.0","0.0","0.12939","0.13194","0.0552315759","0.0486234909","0.0436013463","0.0422156509","0.0480307657","0.045856105","0.0450415996","2.282406","2.1091526372","0.9046026588","4.005427205"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.GX510.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","East Asia","Annual","Millions","2.1919927793179","4.37327159302849","46.7452192389415","36.5137733049481","409.950114206487","182.884572496938","336.183406876976","486.894401599175","539.831459431789","537.678245851417","691.857544882496","714.95","1108.85106391575","832.286861516614","863.25200204502"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.SWE.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Sweden","Annual","Millions","","","18.0031069878189","","132.009091192129","108.70408189644","249.739361197991","","","","","97.7107078217483","","632.090761750405","535.572020395156"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.CZE.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Czech Republic","Annual","Millions","","","","","0.0","0.0","0.235175636480825","","","0.0","0.0","","0.294337387818323","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.DEU.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Germany","Annual","Millions","","","","","13474.22073","12435.29784","10667.0826","12986.40659","11821.14031","15635.5475","19294.395","22097.6168","19571.328","25871.4496","7609.03"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.U150.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Europe","Annual","Millions","381.687219647188","448.106719084395","671.877360555738","728.076975744295","1238.13345632197","984.89525770906","795.083297918671","846.502428614802","966.747630377274","995.126889703839","1479.27452528055","694.892494076584","727.018919466619","632.298325030522","827.680971982723"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.DNK.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Denmark","Annual","Millions","308.279223907054","338.481819963301","452.520189362295","706.826173773215","845.788608273135","1021.82507269579","697.364568081991","731.76610707804","694.943376774006","975.549897229806","1117.45232852499","2140.78182778658","2210.11400353594","2702.4468603884","2788.85643542337"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.LTU.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Lithuania, Republic of","Annual","Millions","","","","","","","","","","","","0.0","","","0.38675"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.LTU.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Lithuania, Republic of","Annual","Millions","","","","","","","","0.0","0.0","0.0","","","2.37846","2.34652","2.64095"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.PHL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Philippines","Annual","Millions","7.59603934765726","8.0166571721545","2.70963508468403","0.786560497183919","1.35201895798622","6.50332466839994","6.4937666287156","0.0","12.1058984614306","13.8935758698126","16.9344445254611","7.00668245690732","1.79287486193721","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.SWE.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Sweden","Annual","Millions","","","","1726.1895610731","4323.29773654223","4017.01005609699","5369.751682305","3525.74430050098","3248.53801169591","2985.52957727608","2335.01446345424","2726.97255784376","3944.63438111993","4192.93585108321","3624.52198852772"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.ISL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Iceland","Annual","Millions","0.498995196156926","0.155132551064754","0.0","0.888316923792542","0.253024664647339","0.00924061496138692","0.0847237336831546","0.0524256052012055","0.0347759235778586","0.881630965796441","0.0146144555573906","0.029173324196211","28.7467729355218","0.285137473774993","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.DNK.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Denmark","Annual","Millions","0.0","0.0","0.0","0.0","5.17301901084486","2.94050380631882","0.0","5.1043557168784","3.38289543631297","2.91437862379974","3.44522835872317","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.U150.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Europe","Annual","Millions","0.0","0.0","83.7634030205595","160.449243055923","250.975588260062","259.850109800466","40.71738","193.79254567899","168.714625159039","108.670842628965","204.299841971546","186.913140551961","330.316474741984","315.069960033999","287.378854331756"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.POL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Poland, Republic of","Annual","Millions","","","15.2162462690935","6.45244547683572","4.9800796812749","6.55793795620438","3.33239342749481","6.22113751106645","5.17048229109815","5.58555203872649","3.42312452273745","6.91783737760749","12.0689655172414","67.0180380753328","68.6149936467599"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.SWE.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sweden","Annual","Millions","","","","","42.03119648806","","","38.1805742534925","66.8859649122807","1.89812643755164","38.1749163915564","37.787995891014","72.5816266693221","55.0478071984119",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.SWE.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Sweden","Annual","Millions","","291.816325618135","286.017102951638","327.465600737951","723.092250692736","1213.32368223768","960.809401952422","682.836397342808","1115.98440545809","1250.08374087224","1647.43582850322","2125.54419605733","2814.86153063144","2884.06394752237","2523.5022307202"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.ESP.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Spain","Annual","Millions","","","","","226.1724","227.0367","225.3609","259.3086","449.7375","436.245","538.1086","911.7353","595.7476","645.293","913.835"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.U150.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Europe","Annual","Millions","74027.0115830461","86833.9654589611","100661.596622163","76710.0818998392","101304.975431659","225273.540283348","308441.077267281","412852.317010812","410829.298072657","311153.552312863","352027.093166799","270859.287773601","241326.407897708","238886.701374538","260814.104799933"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.SVN.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Slovenia, Republic of","Annual","Millions","0.357969968832","1.22803020054","1.210003200525","1.20460085316","0.468894","0.5900526","0.0","0.0","3.1601555","0.028625","0.0134808","0.1570688","0.1257186","0.015999","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.HKG.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","","","","0.0","0.0","0.644703758622913","0.0","","","","","","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.GX509.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Central and South Asia","Annual","Millions","3.07985587962464","5.08393052610801","7.66345829","6.02362697660923","7.71711416185162","7.71082808228346","11.54431222","7.59331998","9.63414686067884","10.1283689187141","28.7198636510626","29.3182623320748","24.6725204629531","12.3368583101755","11.7534967491846"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.MLT.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Malta","Annual","Millions","","5.024112","7.194084","4.42434402","","","","","","116.2175","114.15392596271","124.781176714113","591.78282044","567.71523558","617.413667"
